date,url,text
"Unknown","Thế là hoà còn gì","Top-level"
"Unknown","Bão thường đặt theo tên phụ nữ. Lần này là Hạ Long nên chắc sẽ tan thôi. :>","Top-level"
"Unknown","Con mẹ thằng nào đặt tên bão mà tâm địa ác z, Hạ Long nói riêng và Quảng Ninh 14 nói chung trước nay luôn sống hào phóng, rộng lượng với nhân dân gặp thiên tai trên cả nước. Kbjo tranh nguồn tiền cứu trợ với các tỉnh khác mà nó đặt tên bão nv thì thử hỏi còn khách nào dám đặt chân đến danh lam thắng cảnh Hạ Long du lịch nữa chứ? Mẹ nó, bất nhân vkl","Top-level"
"Unknown","Thế thì bão sẽ tan sớm thôi. Như không có gì xảy ra =))","Top-level"
"Unknown","Đặt tên là bão Takuda","Top-level"
"Unknown","Bạn gửi tôi cgi t trả bạn lại cái y hệt à","Top-level"
"Unknown","HaLong do VN đặt","Top-level"
"Unknown","Đặt Halong xong họ không dám đi du lịch Halong nữa thì","Top-level"
"Unknown","Con Yagi năm đó nó quét đúng vào hạ long là vùng tâm bão đi qua đấy =)))))","Top-level"
"Unknown","Lần sau đặt tên bão là BoomNguyentu","Top-level"
"Unknown","Lời cảm ơn từ Tokyo vì nhờ VN đặt tên này mà bão theo đúng quỹ đạo làm tí gió mát cho Tô rồi lại cuốn xéo lại ra biển rồi!","Top-level"
"Unknown","Cái này là do thiên nhiên, liên quan j đến việc 2 nước. K nên hả hê, họ đâu muốn Vn bị bão tàn phá đâu. Đặt tên là trên cơ sở khoa học giữa các hội khí tượng với nhau thôi.","Top-level"
"Unknown","Rồi halong cũng sẽ bị loại khỏi danh sách","Top-level"
"Unknown","Sau đặt cho Nhật thì cứ FatBoy với LittleMan mà nhắm","Top-level"
"Unknown","Ăn miếng trả miếng à","Top-level"
"Unknown","Tào lao","Top-level"
"Unknown","Ad có thể cho mình biết thời gian dự kiến của con bão đổ bộ vào Nhật Bản được không","Top-level"
"Unknown","Kèo này cân quá","Top-level"
"22/12/2025","Hà nội Quá chủ quan","Top-level"
"22/12/2025","Bão dự báo từ mấy hôm vậy lãnh đạo thành phố sao ko cắt tỉa bớt cành lá đi vậy ,lúc chặt cây đi bán thì sao nhanh thế","Top-level"
"22/12/2025","ko có thiệt hại về người là tốt rồi ạ . Thủ Đô xanh rồi sẽ lại xanh trở lại. mọi người cố lên .","Top-level"
"22/12/2025","Sau cơn bão này có lẽ nhiều người thương dân miền Trung hơn , người miền Trung làm mùa nắng ăn mùa mưa, tới mùa là bảo lụt mấy tháng liền,","Top-level"
"22/12/2025","Các bạn thành phố hay chửi là dân nhà quê mà .nhà quê nhiều đồ ăn cứu sống người lắm cơ","Top-level"
"22/12/2025","Hà nội Quá chủ quan","Top-level"
"22/12/2025","Bão dự báo từ mấy hôm vậy lãnh đạo thành phố sao ko cắt tỉa bớt cành lá đi vậy ,lúc chặt cây đi bán thì sao nhanh thế","Top-level"
"22/12/2025","ko có thiệt hại về người là tốt rồi ạ . Thủ Đô xanh rồi sẽ lại xanh trở lại. mọi người cố lên .","Top-level"
"22/12/2025","Sau cơn bão này có lẽ nhiều người thương dân miền Trung hơn , người miền Trung làm mùa nắng ăn mùa mưa, tới mùa là bảo lụt mấy tháng liền,","Top-level"
"22/12/2025","Các bạn thành phố hay chửi là dân nhà quê mà .nhà quê nhiều đồ ăn cứu sống người lắm cơ","Top-level"
"22/12/2025","Hà nội Quá chủ quan","Top-level"
"22/12/2025","Bão dự báo từ mấy hôm vậy lãnh đạo thành phố sao ko cắt tỉa bớt cành lá đi vậy ,lúc chặt cây đi bán thì sao nhanh thế","Top-level"
"22/12/2025","ko có thiệt hại về người là tốt rồi ạ . Thủ Đô xanh rồi sẽ lại xanh trở lại. mọi người cố lên .","Top-level"
"22/12/2025","Sau cơn bão này có lẽ nhiều người thương dân miền Trung hơn , người miền Trung làm mùa nắng ăn mùa mưa, tới mùa là bảo lụt mấy tháng liền,","Top-level"
"22/12/2025","Các bạn thành phố hay chửi là dân nhà quê mà .nhà quê nhiều đồ ăn cứu sống người lắm cơ","Top-level"
"22/12/2025","Lãnh đạo tỉnh Quảng Ninh sao không nhờ Thích Trúc Thái Minh thỉnh cho bão không vào tỉnh Quảng Ninh nhề.","Top-level"
"22/12/2025","Van Lien Do khổ nỗi chư thiên nghe bão chạy trốn mất xác rồi","Top-level"
"22/12/2025","Giờ này chắc khi TCT MINH ĐANG ẨN THÂN CHI THUẬT dưới mật thất, thỉnh chó quay chân dài về tạ long ân địa chủ rồi bạn ạ","Top-level"
"22/12/2025","Van Lien Do thầy phải bão song thì thầy mới bắt đầu nổ là k có thầy thỉnh thi QN còn nặng hơn nữa","Top-level"
"22/12/2025","câu hỏi hay. Tttm giỏi lắm mà,,,ah mà giỏi lừa gạt, truyền bá mê tín dị đoan","Top-level"
"22/12/2025","Mà này Bác đã kêu nó bằng thằng thì không cần tôn trọng khi viết tên nó bằng chữ hoa thế Bác ạ.","Top-level"
"22/12/2025","nam mô a di đà phật.","Top-level"
"22/12/2025","Miền Bắc quá khổ rồi mong bình an","Top-level"
"22/12/2025","Thằng Thích chúc Thái Minh nó lại bảo dân Quảng Ninh ăn ở như nào rồi￼","Top-level"
"22/12/2025","Để dọc như xe trắng chắc ko bay vì để ngang xe thôi","Top-level"
"22/12/2025","Chắc a xe điện","Top-level"
"22/12/2025","Bảo ngu thì lại tự ái.","Top-level"
"22/12/2025","Thương lắm Quảng Ninh ơi","Top-level"
"22/12/2025","Quảng Ninh ơi thương quá.cả cái ô tô bay như vậy thì biết sức gió mạnh thế nào rồi","Top-level"
"22/12/2025","Bay như đồ chơi, khủng khiếp","Top-level"
"22/12/2025","Hồi trưa tui có xem cái clip bên đảo hải nam trung quốc có chiếc xe 16 chỗ bị lốc xoáy cuốn bay lên mái nhà luôn ! Gió kinh dị vãi","Top-level"
"22/12/2025","Thương quá Miền bắc ơi","Top-level"
"22/12/2025","Bão ghê thiệt . Nhờ thầy thích minh tuệ cứu người dân","Top-level"
"22/12/2025","Phật ở tâm chứ làm gì có thần thông","Top-level"
"22/12/2025","Nhìn rất thương bà con ở vùng bão lũ có lên bà con ơi","Top-level"
"22/12/2025","Vùng mình Phú Thọ vẫn bình yên","Top-level"
"22/12/2025","NAM MÔ A DI ĐÀ PHẬT","Top-level"
"22/12/2025","Sao ông Minh ko biến hóa xua đuổi ma quỷ còn được Mưa bão là chuyện nhỏ Nam mô a Di Đà Phật","Top-level"
"22/12/2025","HÃY MAU NIỆM PHẬT: ĐI, ĐỨNG, NẰM, NGỒI...LÀM GÌ CŨNG NIỆM ĐƯỢC.","Top-level"
"22/12/2025","Adidaphat xong trận này ai có đống bảo hiểm thì kg lo chỉ thương cho người dân nghèo đã khổ càng cộng khổ","Top-level"
"22/12/2025","Cầu mong nhân loại được an yên","Top-level"
"22/12/2025","xe trắng cẩn thận thế. Gác hẳn cột điện lên xe cho khỏi bay","Top-level"
"22/12/2025","sau trận bão này đội buôn phế liệu dầu lên nhanh chóng","Top-level"
"22/12/2025","Thằng thái minh nó gọi bão đến đấy. Đồ nghiệp chướng. Nó là nhiều điều ác.","Top-level"
"22/12/2025","Bảo rồi đừng ra ngoài nữa
￼","Top-level"
"22/12/2025","Nam mô a Di Đà Phật","Top-level"
"22/12/2025","Chắc trọc minh đang trốn bão trong phòng Yến 3vàng,theo thở quên thỉnh","Top-level"
"22/12/2025","Thương lắm quảng ninh oi mô Phật mong tất cả mọi người bình an","Top-level"
"22/12/2025","Thầy bảo nghiệp phải cúng.cúng rồi sao ko thoát nghiệp","Top-level"
"22/12/2025","Thích trúc thái minh có thể cúng giải oan cho hết mưa bảo mà","Top-level"
"22/12/2025","Vc nhi nó thôi lật oto luôn khiếp nhỉ","Top-level"
"22/12/2025","Xe đỗ dọc theo đường đây đi đỗ ngang chả khác gì thách thức mẹ thiên nhiên","Top-level"
"22/12/2025","Ui cha mẹ oi oto mà nó còn đẩy đi được thì người bi cuốn theo là bình thường. Sợ thiệt","Top-level"
"22/12/2025","Nếu xe để dọc chắc ko bị lật rồi! thương ghê. Cầu mong mọi người đều BÌNH AN","Top-level"
"22/12/2025","Có của không giữ . đã cảnh báo rồi như này là đừng kêu ca gì hết","Top-level"
"22/12/2025","Sao ko goi thằng sư ở chùa ba vàng nó khấn cho","Top-level"
"22/12/2025","A DI ĐÀ PHẬT","Top-level"
"22/12/2025","Thương lắm quảng ninh ơi","Top-level"
"22/12/2025","Cố lên miền bắc tôi ơi","Top-level"
"22/12/2025","Đây là siêu bão, ở đâu cũng nát hết,..cùng trên đất nước không đồng cảm mà lại nói đc câu đấy.. Hài thật sự","Top-level"
"22/12/2025","Thương lắm miền bắc ơi tất cả đều cô ả gắng lên nào","Top-level"
"22/12/2025","Tiếc con oto quá","Top-level"
"22/12/2025","mong mọi ngừoi bình an","Top-level"
"22/12/2025","Xe oto mà nó bay nhẹ nhàng vậy","Top-level"
"22/12/2025","Ông trúc thái minh bảo đây là nghiệp của quảng ninh","Top-level"
"22/12/2025","Thương mọi người quá","Top-level"
"22/12/2025","A Di Đà Phật","Top-level"
"22/12/2025","Bắc ninh thùng contrener còn lật","Top-level"
"22/12/2025","A di đà phật","Top-level"
"22/12/2025","Thương quá bà con ơi","Top-level"
"22/12/2025","Xe oto nó bay như xe giấy thế kia khiếp thật","Top-level"
"22/12/2025","Bão đợt này Ngửi thấy mùi chủ quan nhiều lắm nha .. chắc chưa từng trải nên vậy","Top-level"
"22/12/2025","Bay cả ô tô thì biết là gió thổi mạnh cỡ nào","Top-level"
"22/12/2025","Quảng Ninh ơi cố gắng lên nhé,nam mô a Di Đà Phật","Top-level"
"22/12/2025","Này gọi là quả báo nhãn tiền","Top-level"
"22/12/2025","Mẹ thiên nhiên nổi giận","Top-level"
"22/12/2025","Gió bay ô tô! Sức gió mạnh khủng khiếp!","Top-level"
"22/12/2025","Oto lật như súc xắc","Top-level"
"22/12/2025","Cái ô tô nó bay như xe đồ chơi trẻ em vậy","Top-level"
"22/12/2025","Đúng nguy hiểm quá thật.","Top-level"
"22/12/2025","Xe đỏ đó là xe gì vậy mn","Top-level"
"22/12/2025","Không gì cản được thiên nhiên. Chỉ giảm bớt được thiệt hại tốt nhất có thể thôi...","Top-level"
"22/12/2025","Khổ thân người dân","Top-level"
"22/12/2025","QUẢNG NINH Ơi thương quá","Top-level"
"22/12/2025","Thằng trọc thái minh sao không đuổi bão khỏi quảng ninh đi","Top-level"
"22/12/2025","Con xe nặng cả tấn mà còn bay thì biết gió nó giật cỡ nào","Top-level"
"22/12/2025","Nam mô a di đà phật","Top-level"
"22/12/2025","Cầu mong cho tất cả mọi người sẽ bình an","Top-level"
"22/12/2025","Bình an","Top-level"
"22/12/2025","Nam mô a di đà phật..","Top-level"
"22/12/2025","Chia sẻ nhé vất vả quá","Top-level"
"22/12/2025","Thổi lật cả ô tô","Top-level"
"22/12/2025","Oto mà lật luôn.","Top-level"
"22/12/2025","Sao không kêu thằng thái minh nó cầu Cho","Top-level"
"22/12/2025","Xe bay như xốp","Top-level"
"22/12/2025","Khổ thân mn quá! Mong mn bảo trọng","Top-level"
"22/12/2025","Mong cho nhà nhà người người được b a","Top-level"
"22/12/2025","Bay cả oto thật khủng khiếp","Top-level"
"22/12/2025","Ô tô sốp ak","Top-level"
"22/12/2025","Thích trúc thái minh cúng xin rồi mà vẫn Ko tránh dc bão !! Kaka","Top-level"
"22/12/2025","bây gjờ vẫn mưa to .bao gjờ mới qua đay","Top-level"
"22/12/2025","Ace ngoài này mình có ổn không?Nhà tôi vẫn ổn,có mất tí đồ thôi","Top-level"
"22/12/2025","Do người dân chủ quan,","Top-level"
"22/12/2025","San ủi đất rừng để làm nhà. Bác nào được chống lưng mạnh dữ.","Top-level"
"22/12/2025","Nam mô a Di Đà Phật ông trời ơi dân khổ quá rồi ông oi","Top-level"
"22/12/2025","Quả này ở cái lân rồi, video này từ han đông chiếu xuống kinh quá","Top-level"
"22/12/2025","thương quá","Top-level"
"22/12/2025","Siêu bảo mà bay ô tô luôn trời sợ quá","Top-level"
"22/12/2025","Người chưa gặp bão thì chưa thấy sợ.gặp bão yagi rồi có sợ hay không","Top-level"
"22/12/2025","Trường khí rất mạnh. Mấy ông tử vi bảo thế","Top-level"
"22/12/2025","Bình thường mà. Lúc em ngủ mơ còn gê hơn vậy.","Top-level"
"22/12/2025","Trời mưa gió bảo sợ nhất nhà ai ở gần biển núi và chung cư cao từng rất là sợ hư hôn","Top-level"
"22/12/2025","Nam mô bổn sư thích ca mâu Ni Phật","Top-level"
"22/12/2025","Khổ quá","Top-level"
"22/12/2025","Sợ nhất nhà gần đồi thế này ko biết lúc nào nó sạt lở","Top-level"
"22/12/2025","Oto bay kiat","Top-level"
"22/12/2025","Sợ quá","Top-level"
"22/12/2025","Chỗ này giáp mặt biển hứng trọn bao.","Top-level"
"22/12/2025","Ôi cảm giác con ô tô bị lật","Top-level"
"22/12/2025","Quá kinh khủng","Top-level"
"22/12/2025","Bởi vậy ở Hcm thật may . Thương bà con những nơi bị ảnh hưởng da bão mong sẽ k có thiệt hại về ng . Của mất cố gắng sẽ làm lại đc","Top-level"
"22/12/2025","Gió thổi bay cả ô tô sợ thật","Top-level"
"22/12/2025","Khổ quá mà. Nhà xe bay lật hết thế kia","Top-level"
"22/12/2025","Xe đỏ bay luôn","Top-level"
"22/12/2025","Giờ mới thấy là đầu... Bay cả ôtô","Top-level"
"22/12/2025","Nam mô địa tạng vương Bồ tát","Top-level"
"22/12/2025","Hạ long bay có khác","Top-level"
"22/12/2025","Nhà có điều kiện lo gì giữa lúc mưa bão này","Top-level"
"22/12/2025","Trời bay ô tô luôn","Top-level"
"22/12/2025","Trận bão to nhất từ trước đến nay","Top-level"
"22/12/2025","Mưa bão thì mang tôi ra lzi","Top-level"
"22/12/2025","Ô tô lăn luôn","Top-level"
"22/12/2025","Adidaphat","Top-level"
"22/12/2025","Giàu mà bay vậy có sao đâu","Top-level"
"22/12/2025","Gọi là xe hơi.","Top-level"
"22/12/2025","Xe nhẹ lại đậu ngang khổng gió xe trắng nó đậu dọc có sao đâu..","Top-level"
"22/12/2025","Bay cả ê tô","Top-level"
"22/12/2025","Mặc quần có khi còn bay mất kk","Top-level"
"22/12/2025","Nhìn cái nhà kiểu lung lay hay sao v nhỉ","Top-level"
"22/12/2025","Xe bay như tờ giấy","Top-level"
"22/12/2025","Bay cả oto hic","Top-level"
"22/12/2025","Khủng khiếp","Top-level"
"22/12/2025","Vlo của toy hay sao aya. Vỏ mỏng khổ đủ đg","Top-level"
"22/12/2025","Giọng ải giọng ai","Top-level"
"22/12/2025","Nhà giàu cũng pk khóc thật","Top-level"
"22/12/2025","Thằng Thái Minh đâu rồi?","Top-level"
"22/12/2025","Sợ thật","Top-level"
"22/12/2025","Thương","Top-level"
"22/12/2025","chủ xe bảo","Top-level"
"22/12/2025","Dân QN biết ơn thằng TCTM","Top-level"
"22/12/2025","Chi kinh rứa","Top-level"
"22/12/2025","thit thái mịn đâu !!!??","Top-level"
"22/12/2025","Đậu xe ngang gió thì chịu sao nổi. Đậu dọc gió như xe trắng thì đỡ rồi","Top-level"
"22/12/2025","Chắn kiểu gì","Top-level"
"22/12/2025","Ui troi. Bay cả cái o tô","Top-level"
"22/12/2025","Yen Nguyen ô tô lật luôn","Top-level"
"22/12/2025","Nhiều người nghĩ gần núi đc cản gió nhiều ...chứ thực tế gió nó đi vòng còn mạnh hơn..gặp như trong clip thì gió đi rồi gió lại về","Top-level"
"22/12/2025","Nammoadidaphat","Top-level"
"22/12/2025","khổ","Top-level"
"22/12/2025","Siêu Bão Giáp Thìn Chu Kỳ 60 Năm","Top-level"
"22/12/2025","Cái ô tô nó ghép vào hay sao í, tự nhiên trong video chả thấy nó chạy vào, mà tự nhiên đùng cái xuất hiện","Top-level"
"22/12/2025","Sao ko thấy ông phật sống nào giúp dân tai qua nạn khỏi nhỉ","Top-level"
"22/12/2025","Thằng chúa dê cụ ở đâu khi thiên tai ập xuống nhỉ","Top-level"
"22/12/2025","Thương quá","Top-level"
"22/12/2025","Xe Nhật à
đúng hàng Nhật chất lượng tôn di động","Top-level"
"22/12/2025","Tụi mày nên tu nhiều vào","Top-level"
"22/12/2025","Ai bị vậy ib m nhé.","Top-level"
"22/12/2025",".","Top-level"
"22/12/2025","nam mô a di đà phật nam mô bổn sư thích ca mâu ni phật cầu mong moi người bình an","Top-level"
"22/12/2025","Lên 3 vàng thỉnh chư tiên ngay","Top-level"
"22/12/2025","Phật chúa đâu rồi, sao ko kêu bão rút đi chứ","Top-level"
"22/12/2025","Trắng lưỡi đa số đều hôi miệng,số ít lợn cợn đắng chát,hoặc kiểu rát nhẹ,nổi gai lưỡi,ăn cay nóng đau rát...","Top-level"
"22/12/2025","Nam mô aididàlat","Top-level"
"22/12/2025","Sao ko gọi thăng trọc thái díu nó kêu chư thiên giúp cho","Top-level"
"22/12/2025","Cập nhật hình ảnh bão yayi vừa rồi !!","Top-level"
"22/12/2025","Dân quảng ninh siêu giàu, ngại gì mấy cái tổn thất nhỏ nhặt, người còn thì sau bão ta xây lại gấp 10.","Top-level"
"22/12/2025","Sao thằng trúc thái minh nó cúng mưa gió giỏi lắm mà nó không cúng cho bão đổi hướng cho dân đỡ khổ","Top-level"
"22/12/2025","haizz","Top-level"
"22/12/2025","Kkkkk","Top-level"
"22/12/2025","Chấp làm gì cái loại này bạn.","Top-level"
"22/12/2025","Nguyễn Ngọc chi vi vác mõm đi chối xa ma cha me bi chửi lây khổ","Top-level"
"22/12/2025","dã man","Top-level"
"22/12/2025",".b","Top-level"
"22/12/2025","Có điềm báo trước","Top-level"
"22/12/2025","Lãnh đạo tỉnh Quảng Ninh sao không nhờ Thích Trúc Thái Minh thỉnh cho bão không vào tỉnh Quảng Ninh nhề.","Top-level"
"22/12/2025","Van Lien Do khổ nỗi chư thiên nghe bão chạy trốn mất xác rồi","Top-level"
"22/12/2025","Giờ này chắc khi TCT MINH ĐANG ẨN THÂN CHI THUẬT dưới mật thất, thỉnh chó quay chân dài về tạ long ân địa chủ rồi bạn ạ","Top-level"
"22/12/2025","Van Lien Do thầy phải bão song thì thầy mới bắt đầu nổ là k có thầy thỉnh thi QN còn nặng hơn nữa","Top-level"
"22/12/2025","câu hỏi hay. Tttm giỏi lắm mà,,,ah mà giỏi lừa gạt, truyền bá mê tín dị đoan","Top-level"
"22/12/2025","Mà này Bác đã kêu nó bằng thằng thì không cần tôn trọng khi viết tên nó bằng chữ hoa thế Bác ạ.","Top-level"
"22/12/2025","nam mô a di đà phật.","Top-level"
"22/12/2025","Miền Bắc quá khổ rồi mong bình an","Top-level"
"22/12/2025","Thằng Thích chúc Thái Minh nó lại bảo dân Quảng Ninh ăn ở như nào rồi￼","Top-level"
"22/12/2025","Để dọc như xe trắng chắc ko bay vì để ngang xe thôi","Top-level"
"22/12/2025","Chắc a xe điện","Top-level"
"22/12/2025","Bảo ngu thì lại tự ái.","Top-level"
